year,farm_resource_region,crop,stat,estimate
2007,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,22199
2007,Northern Great Plains,Wheat,efrent,25509
2007,Northern Great Plains,Other Field Crops,efrent,4323
2008,Northern Great Plains,Wheat,efrent,17188
2008,Northern Great Plains,Soybean,efrent,19556
2008,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,9710
2008,Northern Great Plains,General Cash Grains,efrent,59149
2008,Northern Great Plains,Corn,efrent,80451
2008,Northern Great Plains,Other Field Crops,efrent,3456
2009,Northern Great Plains,Other Field Crops,efrent,4562
2009,Northern Great Plains,General Cash Grains,efrent,52531
2009,Northern Great Plains,Wheat,efrent,24912
2009,Northern Great Plains,Corn,efrent,27708
2009,Northern Great Plains,Soybean,efrent,41703
2009,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,54814
2010,Northern Great Plains,General Cash Grains,efrent,56381
2010,Northern Great Plains,Wheat,efrent,35380
2010,Northern Great Plains,Corn,efrent,55624
2010,Northern Great Plains,Soybean,efrent,39941
2010,Northern Great Plains,Other Field Crops,efrent,6145
2010,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,40971
2011,Northern Great Plains,General Cash Grains,efrent,106942
2011,Northern Great Plains,Corn,efrent,88752
2011,Northern Great Plains,Soybean,efrent,21887
2011,Northern Great Plains,Wheat,efrent,29646
2011,Northern Great Plains,Other Field Crops,efrent,3268
2011,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,18006
2012,Northern Great Plains,Wheat,efrent,36951
2012,Northern Great Plains,General Cash Grains,efrent,74790
2012,Northern Great Plains,Corn,efrent,88377
2012,Northern Great Plains,Soybean,efrent,42432
2012,Northern Great Plains,Other Field Crops,efrent,4838
2012,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,49586
2013,Northern Great Plains,General Cash Grains,efrent,106017
2013,Northern Great Plains,Wheat,efrent,30302
2013,Northern Great Plains,Corn,efrent,135678
2013,Northern Great Plains,Soybean,efrent,66786
2013,Northern Great Plains,Other Field Crops,efrent,3793
2013,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,28880
2014,Northern Great Plains,General Cash Grains,efrent,110343
2014,Northern Great Plains,Wheat,efrent,38816
2014,Northern Great Plains,Soybean,efrent,62421
2014,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,51187
2014,Northern Great Plains,Corn,efrent,73824
2014,Northern Great Plains,Other Field Crops,efrent,7627
2015,Northern Great Plains,Soybean,efrent,47023
2015,Northern Great Plains,Other Field Crops,efrent,8768
2015,Northern Great Plains,General Cash Grains,efrent,110359
2015,Northern Great Plains,Wheat,efrent,34442
2015,Northern Great Plains,Corn,efrent,64658
2015,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,75088
2016,Northern Great Plains,General Cash Grains,efrent,117709
2016,Northern Great Plains,Corn,efrent,107756
2016,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,NA
2016,Northern Great Plains,Wheat,efrent,27316
2016,Northern Great Plains,Soybean,efrent,46306
2016,Northern Great Plains,Other Field Crops,efrent,12357
2017,Northern Great Plains,Soybean,efrent,60594
2017,Northern Great Plains,General Cash Grains,efrent,137100
2017,Northern Great Plains,Wheat,efrent,31644
2017,Northern Great Plains,Corn,efrent,72202
2017,Northern Great Plains,Other Field Crops,efrent,11167
2017,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,5529
2018,Northern Great Plains,Wheat,efrent,40558
2018,Northern Great Plains,"Specialty Crops (F,V,N)",efrent,NA
2018,Northern Great Plains,General Cash Grains,efrent,150368
2018,Northern Great Plains,Corn,efrent,124805
2018,Northern Great Plains,Soybean,efrent,64444
2018,Northern Great Plains,Other Field Crops,efrent,9373
1996,Prairie Gateway,General Cash Grains,efrent,8055
1996,Prairie Gateway,Wheat,efrent,6166
1996,Prairie Gateway,Soybean,efrent,700
1996,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,11153
1996,Prairie Gateway,Corn,efrent,20346
1996,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,7998
1996,Prairie Gateway,Other Field Crops,efrent,1496
1997,Prairie Gateway,General Cash Grains,efrent,10068
1997,Prairie Gateway,Corn,efrent,13379
1997,Prairie Gateway,Soybean,efrent,1691
1997,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,4701
1997,Prairie Gateway,Other Field Crops,efrent,1141
1997,Prairie Gateway,Wheat,efrent,3707
1997,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,4835
1998,Prairie Gateway,Corn,efrent,23847
1998,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,6907
1998,Prairie Gateway,Other Field Crops,efrent,3790
1998,Prairie Gateway,General Cash Grains,efrent,9600
1998,Prairie Gateway,Wheat,efrent,3499
1998,Prairie Gateway,Soybean,efrent,6066
1998,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,684
1999,Prairie Gateway,General Cash Grains,efrent,10459
1999,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,7055
1999,Prairie Gateway,Other Field Crops,efrent,1916
1999,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3544
1999,Prairie Gateway,Wheat,efrent,5417
1999,Prairie Gateway,Corn,efrent,16375
1999,Prairie Gateway,Soybean,efrent,2176
2000,Prairie Gateway,Soybean,efrent,2567
2000,Prairie Gateway,Other Field Crops,efrent,2707
2000,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3169
2000,Prairie Gateway,General Cash Grains,efrent,12259
2000,Prairie Gateway,Wheat,efrent,4104
2000,Prairie Gateway,Corn,efrent,24654
2000,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,10747
2001,Prairie Gateway,Corn,efrent,29182
2001,Prairie Gateway,Soybean,efrent,5273
2001,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,9526
2001,Prairie Gateway,Other Field Crops,efrent,1178
2001,Prairie Gateway,General Cash Grains,efrent,11801
2001,Prairie Gateway,Wheat,efrent,3418
2001,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,21350
2002,Prairie Gateway,Wheat,efrent,3881
2002,Prairie Gateway,Corn,efrent,27503
2002,Prairie Gateway,Other Field Crops,efrent,1860
2002,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,2199
2002,Prairie Gateway,General Cash Grains,efrent,10222
2002,Prairie Gateway,Soybean,efrent,3298
2002,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,7053
2003,Prairie Gateway,Corn,efrent,31868
2003,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,4816
2003,Prairie Gateway,Other Field Crops,efrent,1375
2003,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,12751
2003,Prairie Gateway,General Cash Grains,efrent,12012
2003,Prairie Gateway,Wheat,efrent,3954
2003,Prairie Gateway,Soybean,efrent,7276
2004,Prairie Gateway,Wheat,efrent,5621
2004,Prairie Gateway,Corn,efrent,21342
2004,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,2771
2004,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3274
2004,Prairie Gateway,General Cash Grains,efrent,14387
2004,Prairie Gateway,Soybean,efrent,4120
2004,Prairie Gateway,Other Field Crops,efrent,1848
2005,Prairie Gateway,Wheat,efrent,5465
2005,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,6813
2005,Prairie Gateway,Other Field Crops,efrent,1420
2005,Prairie Gateway,General Cash Grains,efrent,14931
2005,Prairie Gateway,Corn,efrent,28556
2005,Prairie Gateway,Soybean,efrent,6387
2005,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,1986
2006,Prairie Gateway,General Cash Grains,efrent,15835
2006,Prairie Gateway,Wheat,efrent,5869
2006,Prairie Gateway,Soybean,efrent,16313
2006,Prairie Gateway,Corn,efrent,46090
2006,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,19275
2006,Prairie Gateway,Other Field Crops,efrent,1922
2006,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,1198
2007,Prairie Gateway,Wheat,efrent,9769
2007,Prairie Gateway,Corn,efrent,34780
2007,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,8013
2007,Prairie Gateway,Other Field Crops,efrent,1754
2007,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,12374
2007,Prairie Gateway,General Cash Grains,efrent,16517
2007,Prairie Gateway,Soybean,efrent,2284
2008,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,6478
2008,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3103
2008,Prairie Gateway,General Cash Grains,efrent,17004
2008,Prairie Gateway,Wheat,efrent,9165
2008,Prairie Gateway,Corn,efrent,39884
2008,Prairie Gateway,Soybean,efrent,11715
2008,Prairie Gateway,Other Field Crops,efrent,1597
2009,Prairie Gateway,General Cash Grains,efrent,19569
2009,Prairie Gateway,Soybean,efrent,6056
2009,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,17849
2009,Prairie Gateway,Other Field Crops,efrent,1239
2009,Prairie Gateway,Wheat,efrent,7880
2009,Prairie Gateway,Corn,efrent,37950
2009,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,4384
2010,Prairie Gateway,General Cash Grains,efrent,27060
2010,Prairie Gateway,Corn,efrent,52938
2010,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,17584
2010,Prairie Gateway,Other Field Crops,efrent,961
2010,Prairie Gateway,Wheat,efrent,7238
2010,Prairie Gateway,Soybean,efrent,10822
2010,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,533
2011,Prairie Gateway,Corn,efrent,54045
2011,Prairie Gateway,General Cash Grains,efrent,21608
2011,Prairie Gateway,Wheat,efrent,12766
2011,Prairie Gateway,Soybean,efrent,10649
2011,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,23440
2011,Prairie Gateway,Other Field Crops,efrent,1520
2011,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,9494
2012,Prairie Gateway,General Cash Grains,efrent,23491
2012,Prairie Gateway,Wheat,efrent,12008
2012,Prairie Gateway,Corn,efrent,49150
2012,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,9882
2012,Prairie Gateway,Other Field Crops,efrent,1654
2012,Prairie Gateway,Soybean,efrent,9776
2012,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3392
2013,Prairie Gateway,Other Field Crops,efrent,1946
2013,Prairie Gateway,General Cash Grains,efrent,26747
2013,Prairie Gateway,Wheat,efrent,12840
2013,Prairie Gateway,Corn,efrent,73960
2013,Prairie Gateway,Soybean,efrent,13091
2013,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,78296
2013,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,4448
2014,Prairie Gateway,Wheat,efrent,8759
2014,Prairie Gateway,Corn,efrent,89580
2014,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,22775
2014,Prairie Gateway,Other Field Crops,efrent,1556
2014,Prairie Gateway,General Cash Grains,efrent,45082
2014,Prairie Gateway,Soybean,efrent,27447
2014,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,867
2015,Prairie Gateway,Wheat,efrent,12766
2015,Prairie Gateway,Corn,efrent,82769
2015,Prairie Gateway,Other Field Crops,efrent,1546
2015,Prairie Gateway,General Cash Grains,efrent,29978
2015,Prairie Gateway,Soybean,efrent,10028
2015,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,12645
2015,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,10351
2016,Prairie Gateway,General Cash Grains,efrent,42466
2016,Prairie Gateway,Corn,efrent,59037
2016,Prairie Gateway,Soybean,efrent,17072
2016,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,25677
2016,Prairie Gateway,Other Field Crops,efrent,1867
2016,Prairie Gateway,Wheat,efrent,24600
2016,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,3557
2017,Prairie Gateway,General Cash Grains,efrent,45811
2017,Prairie Gateway,Corn,efrent,81155
2017,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,23275
2017,Prairie Gateway,Wheat,efrent,19927
2017,Prairie Gateway,Soybean,efrent,17684
2017,Prairie Gateway,Other Field Crops,efrent,1971
2017,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,1906
2018,Prairie Gateway,General Cash Grains,efrent,33460
2018,Prairie Gateway,Wheat,efrent,5573
2018,Prairie Gateway,Soybean,efrent,14585
2018,Prairie Gateway,Other Field Crops,efrent,2791
2018,Prairie Gateway,"Specialty Crops (F,V,N)",efrent,2298
2018,Prairie Gateway,Corn,efrent,95266
2018,Prairie Gateway,"Tobacco, Cotton, Peanuts",efrent,14922
1996,Southern Seaboard,Wheat,efrent,NA
1996,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,16530
1996,Southern Seaboard,Other Field Crops,efrent,7393
1996,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,1021
1996,Southern Seaboard,General Cash Grains,efrent,4119
1996,Southern Seaboard,Corn,efrent,2326
1996,Southern Seaboard,Soybean,efrent,1548
1997,Southern Seaboard,General Cash Grains,efrent,22257
1997,Southern Seaboard,Wheat,efrent,1735
1997,Southern Seaboard,Corn,efrent,1818
1997,Southern Seaboard,Soybean,efrent,1757
1997,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,9402
1997,Southern Seaboard,Other Field Crops,efrent,3937
1997,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,1615
1998,Southern Seaboard,General Cash Grains,efrent,11064
1998,Southern Seaboard,Other Field Crops,efrent,2291
1998,Southern Seaboard,Wheat,efrent,4867
1998,Southern Seaboard,Corn,efrent,9603
1998,Southern Seaboard,Soybean,efrent,9901
1998,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,12402
1998,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,3694
1999,Southern Seaboard,General Cash Grains,efrent,21361
1999,Southern Seaboard,Soybean,efrent,4311
1999,Southern Seaboard,Other Field Crops,efrent,3103
1999,Southern Seaboard,Wheat,efrent,NA
1999,Southern Seaboard,Corn,efrent,9804
1999,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,10888
1999,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,1388
2000,Southern Seaboard,Wheat,efrent,NA
2000,Southern Seaboard,General Cash Grains,efrent,19169
2000,Southern Seaboard,Corn,efrent,2953
2000,Southern Seaboard,Soybean,efrent,2663
2000,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,11173
2000,Southern Seaboard,Other Field Crops,efrent,2601
2000,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,1106
2001,Southern Seaboard,General Cash Grains,efrent,34380
2001,Southern Seaboard,Soybean,efrent,638
2001,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,15372
2001,Southern Seaboard,Other Field Crops,efrent,806
2001,Southern Seaboard,Wheat,efrent,NA
2001,Southern Seaboard,Corn,efrent,8372
2001,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,1447
2002,Southern Seaboard,General Cash Grains,efrent,25735
2002,Southern Seaboard,Corn,efrent,3153
2002,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,6574
2002,Southern Seaboard,Wheat,efrent,2241
2002,Southern Seaboard,Soybean,efrent,4868
2002,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,15111
2002,Southern Seaboard,Other Field Crops,efrent,2148
2003,Southern Seaboard,Wheat,efrent,NA
2003,Southern Seaboard,Soybean,efrent,9206
2003,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,15367
2003,Southern Seaboard,Other Field Crops,efrent,2419
2003,Southern Seaboard,General Cash Grains,efrent,43512
2003,Southern Seaboard,Corn,efrent,5534
2003,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,4099
2004,Southern Seaboard,General Cash Grains,efrent,36822
2004,Southern Seaboard,Wheat,efrent,NA
2004,Southern Seaboard,Corn,efrent,3430
2004,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,15139
2004,Southern Seaboard,Other Field Crops,efrent,2846
2004,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,3040
2004,Southern Seaboard,Soybean,efrent,4014
2005,Southern Seaboard,Wheat,efrent,3183
2005,Southern Seaboard,Corn,efrent,4912
2005,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,21817
2005,Southern Seaboard,Other Field Crops,efrent,1076
2005,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,4733
2005,Southern Seaboard,General Cash Grains,efrent,22742
2005,Southern Seaboard,Soybean,efrent,3201
2006,Southern Seaboard,Wheat,efrent,4312
2006,Southern Seaboard,Soybean,efrent,7253
2006,Southern Seaboard,General Cash Grains,efrent,44491
2006,Southern Seaboard,Corn,efrent,11186
2006,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,26526
2006,Southern Seaboard,Other Field Crops,efrent,1380
2006,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,5518
2007,Southern Seaboard,General Cash Grains,efrent,18401
2007,Southern Seaboard,Corn,efrent,11319
2007,Southern Seaboard,Soybean,efrent,8675
2007,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,9540
2007,Southern Seaboard,Wheat,efrent,NA
2007,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,27953
2007,Southern Seaboard,Other Field Crops,efrent,3495
2008,Southern Seaboard,General Cash Grains,efrent,28817
2008,Southern Seaboard,Wheat,efrent,10834
2008,Southern Seaboard,Corn,efrent,15342
2008,Southern Seaboard,Soybean,efrent,7836
2008,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,25221
2008,Southern Seaboard,Other Field Crops,efrent,1557
2008,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,3280
2009,Southern Seaboard,Wheat,efrent,NA
2009,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,29580
2009,Southern Seaboard,Other Field Crops,efrent,2740
2009,Southern Seaboard,General Cash Grains,efrent,23166
2009,Southern Seaboard,Corn,efrent,13102
2009,Southern Seaboard,Soybean,efrent,9889
2009,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,6393
2010,Southern Seaboard,General Cash Grains,efrent,32389
2010,Southern Seaboard,Corn,efrent,22972
2010,Southern Seaboard,Soybean,efrent,15227
2010,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,5036
2010,Southern Seaboard,Wheat,efrent,NA
2010,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,30629
2010,Southern Seaboard,Other Field Crops,efrent,1171
2011,Southern Seaboard,Soybean,efrent,6475
2011,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,34914
2011,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,5463
2011,Southern Seaboard,General Cash Grains,efrent,35064
2011,Southern Seaboard,Wheat,efrent,2477
2011,Southern Seaboard,Corn,efrent,8255
2011,Southern Seaboard,Other Field Crops,efrent,3580
2012,Southern Seaboard,Corn,efrent,11677
2012,Southern Seaboard,Soybean,efrent,10793
2012,Southern Seaboard,Other Field Crops,efrent,2881
2012,Southern Seaboard,General Cash Grains,efrent,36117
2012,Southern Seaboard,Wheat,efrent,650
2012,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,28930
2012,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,2552
2013,Southern Seaboard,Corn,efrent,36344
2013,Southern Seaboard,Soybean,efrent,5887
2013,Southern Seaboard,Other Field Crops,efrent,2710
2013,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,2711
2013,Southern Seaboard,General Cash Grains,efrent,21532
2013,Southern Seaboard,Wheat,efrent,841
2013,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,33269
2014,Southern Seaboard,Wheat,efrent,7187
2014,Southern Seaboard,Corn,efrent,21491
2014,Southern Seaboard,Soybean,efrent,7501
2014,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,49100
2014,Southern Seaboard,Other Field Crops,efrent,2373
2014,Southern Seaboard,General Cash Grains,efrent,43939
2014,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,8127
2015,Southern Seaboard,General Cash Grains,efrent,41262
2015,Southern Seaboard,Soybean,efrent,7174
2015,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,59675
2015,Southern Seaboard,Wheat,efrent,NA
2015,Southern Seaboard,Corn,efrent,30279
2015,Southern Seaboard,Other Field Crops,efrent,4020
2015,Southern Seaboard,"Specialty Crops (F,V,N)",efrent,4497
2016,Southern Seaboard,General Cash Grains,efrent,76480
2016,Southern Seaboard,Soybean,efrent,12712
2016,Southern Seaboard,"Tobacco, Cotton, Peanuts",efrent,45758
2016,Southern Seaboard,Corn,efrent,11643
